time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.922,2.045,1.7380000000000002,1.803,0.27719221455431214,0.687,1.238,1.125,1.1475,0.11354514520665336,31.353,58.484,54.37895000000001,55.603,5.707682038051875,1.097,1.351,1.258,1.2575,0.04910906230014986,17.084,22.356,20.1875,20.113500000000002,1.177678372901532,1.105,1.252,1.1544500000000002,1.1435,0.03952527672262396,73.503,85.037,78.38875,77.11449999999999,3.4477829959990225,2.15,3.658,2.5138499999999997,2.4530000000000003,0.2967147241038098,77.159,94.96300000000001,80.61404999999999,79.385,3.9710893023829117,0.665,0.667,0.6663,0.666,0.0006403124237432854,56,56,7168,28672,50272,False,4096,1
0.9400000000000001,1.988,1.752809523809524,1.806,0.2495019074357127,0.7000000000000001,1.209,1.1165500000000002,1.134,0.10632096453663312,33.362,57.514,53.646449999999994,54.3825,4.981724796443497,1.098,1.284,1.2256999999999998,1.225,0.03682404106015525,17.948,22.671,20.03525,19.8765,1.1432556964651432,1.066,1.2730000000000001,1.14245,1.1375000000000002,0.04355051664446704,76.126,84.592,79.2415,78.636,2.0626976390154703,2.312,3.458,2.5930499999999994,2.5835,0.23275684200469815,78.57600000000001,86.137,81.56515,81.207,2.2145869202855875,0.666,0.669,0.6673,0.667,0.0007141428428542857,56,56,7168,28672,50272,False,4096,1
1.671,2.035,1.8453809523809523,1.8760000000000001,0.10511874292141571,1.064,1.227,1.1441500000000002,1.1555,0.046621105735492815,50.898,59.108000000000004,55.583249999999985,55.334500000000006,2.253270442601154,1.222,1.366,1.2782,1.264,0.040881046953325444,19.296,23.029,21.053050000000002,20.525,1.1937369255828523,1.112,1.241,1.1656000000000002,1.1625,0.036357117597521374,77.495,84.443,80.39265,80.4765,1.754860030743194,2.353,2.745,2.50045,2.5045,0.09628472101013742,76.825,85.711,81.07874999999999,81.23,2.397347510791875,0.66,0.665,0.6622000000000001,0.662,0.0012884098726725136,56,56,7168,28672,50272,False,4064,1
1.629,1.961,1.8291904761904765,1.819,0.10698046953382663,1.037,1.188,1.12745,1.124,0.04708553387188042,51.587,58.704,55.31170000000001,55.4095,1.822717973247644,1.183,1.336,1.2581,1.2725,0.04377659191851279,19.763,23.705000000000002,21.2773,21.189500000000002,0.9146893516380303,1.118,1.226,1.1626999999999998,1.1575,0.023179948231175973,76.44800000000001,85.102,80.90835000000001,80.9325,2.346577726711817,2.169,2.718,2.4677000000000002,2.4805,0.13913773751215014,75.757,86.272,80.95360000000001,80.801,2.303647985261638,0.655,0.659,0.6573,0.6575,0.00100498756211209,56,56,7168,28672,50272,False,4032,1
1.6460000000000001,2.116,1.8515714285714284,1.897,0.1419790633219163,1.043,1.2650000000000001,1.1345,1.143,0.06400429673076648,53.047000000000004,60.375,56.2351,56.35,2.12358865837996,1.202,1.345,1.2748500000000003,1.2690000000000001,0.04106370051517518,19.247,23.01,21.588300000000004,21.758499999999998,0.9913907453673352,1.102,1.205,1.16535,1.161,0.025663739010518317,79.876,84.622,81.33170000000001,80.899,1.2853465330407983,2.261,2.561,2.4207500000000004,2.4345,0.10061355524977732,77.004,88.008,81.32894999999999,81.07300000000001,2.6422574529178644,0.648,0.651,0.64945,0.649,0.0008046738469715547,56,56,7168,28672,50272,False,4000,1
1.701,2.039,1.8679047619047622,1.838,0.11954075008006779,1.07,1.221,1.1402,1.1275,0.05193033795383966,53.078,60.206,57.04175,56.555499999999995,2.182549400930023,1.186,1.381,1.2613,1.2445,0.057597829820228486,18.191,23.312,20.76315,20.8545,1.36193264425962,1.068,1.2630000000000001,1.1544500000000002,1.1635,0.047442043590047854,75.29,85.27,80.2132,80.304,2.3699846539587535,2.185,2.673,2.4672000000000005,2.471,0.10216535616342752,76.35000000000001,83.19200000000001,80.25995000000002,80.63300000000001,2.046551818913949,0.644,0.651,0.6486000000000001,0.649,0.0014282856857085711,56,56,7168,28672,50272,False,3968,1
1.6500000000000001,2.019,1.803809523809524,1.7810000000000001,0.10203529690288039,1.049,1.213,1.11415,1.1035,0.04581405352072661,51.252,59.939,55.60665,55.932,1.9799709915804324,1.206,1.321,1.2338500000000001,1.222,0.030814404099381833,18.808,21.771,19.823449999999998,19.542,0.8076567634211949,1.081,1.182,1.121,1.117,0.02411016383187804,75.623,83.928,79.19534999999999,79.24600000000001,1.8012429673700308,2.281,2.658,2.4651499999999995,2.426,0.10110552655517897,77.078,83.81400000000001,79.83265,79.604,1.874093174711439,0.637,0.644,0.6409999999999999,0.641,0.0016431676725154995,56,56,7168,28672,50272,False,3936,1
1.68,2.066,1.8310952380952379,1.848,0.09219487887952328,1.05,1.223,1.12235,1.1260000000000001,0.04156834733303697,52.094,60.79,56.94024999999999,57.367000000000004,2.157821630139989,1.18,1.33,1.24695,1.2525,0.04502607577837536,18.486,22.844,20.8448,21.0325,1.1493357472905816,1.065,1.214,1.1391499999999999,1.143,0.03429179931120558,77.623,83.533,80.01284999999999,79.71199999999999,1.8602319552948234,2.258,2.561,2.4404000000000003,2.4625,0.09263552234429294,76.889,83.185,80.44649999999999,80.6915,1.813170496671509,0.631,0.637,0.6343499999999999,0.6345000000000001,0.0014585952145814835,56,56,7168,28672,50272,False,3904,1
1.59,1.993,1.723809523809524,1.704,0.09700693104722885,1.0110000000000001,1.191,1.07145,1.0635,0.044534789771593176,49.717,57.39,54.865700000000004,55.2845,1.7503431692099702,1.164,1.278,1.2094999999999998,1.196,0.03500357124637429,18.154,21.153,19.6848,19.785,0.8989323445065263,1.042,1.137,1.08605,1.0955,0.027091465445782028,75.075,80.891,77.58555,77.75450000000001,1.67884676117268,2.188,2.487,2.35845,2.3865,0.08135445593205082,74.889,81.667,77.57645,77.2175,1.6851995275040885,0.627,0.632,0.6299500000000002,0.63,0.0011169153951844349,56,56,7168,28672,50272,False,3872,1
1.573,1.9160000000000001,1.7228571428571429,1.69,0.10088337713574486,1.0070000000000001,1.161,1.07625,1.068,0.04724179822995736,48.264,58.312000000000005,54.38399999999999,54.9945,2.534431573351311,1.1500000000000001,1.312,1.1961,1.189,0.037091643263678704,17.591,21.771,19.28905,19.1075,1.089414313977928,1.037,1.174,1.1046000000000002,1.1005,0.03333676648986823,71.742,80.146,75.99080000000001,76.3655,2.2437928514013934,2.064,2.588,2.3452,2.3615000000000004,0.14540068775628265,72.348,81.07300000000001,76.71025,76.77850000000001,2.067327837451043,0.623,0.629,0.6248499999999999,0.624,0.0017109938632268687,56,56,7168,28672,50272,False,3840,1
