time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.038,0.039,0.038571428571428576,0.039,0.0004948716593053939,0.034,0.035,0.034350000000000006,0.034,0.0004769696007084732,0.669,0.683,0.6777500000000002,0.681,0.005691001669302167,0.043000000000000003,0.045,0.044250000000000005,0.044,0.00053619026473818,0.269,0.275,0.27315000000000006,0.274,0.0022197972880423134,0.034,0.035,0.03420000000000001,0.034,0.00040000000000000034,0.892,0.91,0.9027000000000001,0.907,0.007328710664230107,0.081,0.082,0.08109999999999999,0.081,0.00030000000000000024,0.906,0.925,0.9170999999999999,0.921,0.00703491293478463,0.031,0.032,0.031050000000000005,0.031,0.00021794494717703388,32,32,4096,16384,50272,False,712,1
0.036000000000000004,0.039,0.03795238095238096,0.038,0.00065291948575248,0.034,0.035,0.03420000000000001,0.034,0.00040000000000000034,0.674,0.6910000000000001,0.6797500000000001,0.681,0.005829879930152941,0.043000000000000003,0.045,0.043500000000000004,0.043000000000000003,0.0005916079783099588,0.271,0.277,0.2732,0.274,0.002158703314492292,0.034,0.035,0.034100000000000005,0.034,0.0003000000000000003,0.897,0.915,0.9041000000000002,0.9055,0.006891298861608028,0.08,0.081,0.08020000000000001,0.08,0.0004000000000000003,0.913,0.93,0.9199000000000002,0.92,0.006236184731067552,0.03,0.031,0.030950000000000005,0.031,0.00021794494717703385,32,32,4096,16384,50272,False,704,1
0.037,0.039,0.03795238095238096,0.038,0.0003749527559053246,0.034,0.035,0.03430000000000001,0.034,0.0004582575694955844,0.681,0.6880000000000001,0.6837500000000001,0.682,0.002808469333996726,0.042,0.044,0.043000000000000003,0.043000000000000003,0.0005477225575051647,0.273,0.277,0.27465,0.274,0.0011521718621802922,0.034,0.034,0.03400000000000001,0.034,6.938893903907228e-18,0.908,0.918,0.9112,0.909,0.003736308338453885,0.079,0.08,0.07925,0.079,0.00043301270189221973,0.921,0.931,0.9238500000000001,0.922,0.003718534657630614,0.03,0.031,0.030400000000000003,0.03,0.000489897948556636,32,32,4096,16384,50272,False,696,1
0.036000000000000004,0.038,0.03714285714285716,0.037,0.00046656947481584307,0.034,0.034,0.03400000000000001,0.034,6.938893903907228e-18,0.673,0.681,0.6779499999999999,0.68,0.002974474743547172,0.042,0.044,0.0425,0.042,0.0005916079783099612,0.271,0.274,0.27254999999999996,0.273,0.0012031209415515973,0.034,0.034,0.03400000000000001,0.034,6.938893903907228e-18,0.896,0.906,0.9020000000000001,0.905,0.0042190046219458014,0.077,0.079,0.07815000000000001,0.078,0.00047696960070847325,0.91,0.919,0.91565,0.918,0.0034824560298731726,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,32,32,4096,16384,50272,False,688,1
0.035,0.037,0.03661904761904763,0.037,0.0005753831415997389,0.033,0.034,0.033850000000000005,0.034,0.00035707142142714284,0.668,0.681,0.67545,0.678,0.005370986873936675,0.041,0.043000000000000003,0.04200000000000001,0.042,0.0005477225575051665,0.268,0.274,0.27149999999999996,0.2725,0.002179449471770339,0.033,0.034,0.03370000000000001,0.034,0.00045825756949558437,0.89,0.907,0.89975,0.903,0.0072792513351305635,0.077,0.078,0.07705,0.077,0.00021794494717703385,0.902,0.919,0.9121500000000001,0.917,0.006521311217845693,0.029,0.03,0.029050000000000003,0.029,0.00021794494717703312,32,32,4096,16384,50272,False,680,1
0.036000000000000004,0.037,0.03661904761904763,0.037,0.0004856209060564527,0.031,0.032,0.03155000000000001,0.032,0.0004974937185533104,0.673,0.68,0.67795,0.68,0.0029912372022292072,0.041,0.043000000000000003,0.04145000000000001,0.041,0.0005894913061275802,0.271,0.274,0.27264999999999995,0.273,0.0011521718621802922,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.896,0.906,0.9021500000000001,0.905,0.004126439142893062,0.076,0.077,0.07610000000000001,0.076,0.00030000000000000024,0.908,0.918,0.9138000000000002,0.916,0.004007492981902779,0.028,0.029,0.028850000000000004,0.029,0.0003570714214271428,32,32,4096,16384,50272,False,672,1
0.034,0.036000000000000004,0.03566666666666668,0.036000000000000004,0.0005634361698190116,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.668,0.68,0.67725,0.6795,0.0036588932752951438,0.04,0.042,0.04105000000000001,0.041,0.0004974937185533105,0.268,0.274,0.27199999999999996,0.273,0.0016124515496597114,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.89,0.906,0.9023999999999999,0.906,0.004820788317277584,0.075,0.076,0.07525,0.075,0.0004330127018922198,0.901,0.917,0.9131,0.9155,0.004048456495999436,0.028,0.029,0.028100000000000003,0.028,0.00030000000000000024,32,32,4096,16384,50272,False,664,1
0.034,0.036000000000000004,0.03542857142857144,0.036000000000000004,0.0006598288790738587,0.03,0.031,0.030850000000000006,0.031,0.0003570714214271428,0.661,0.673,0.66815,0.666,0.0035394208565809214,0.04,0.041,0.040150000000000005,0.04,0.00035707142142714284,0.266,0.271,0.26869999999999994,0.268,0.0012688577540449534,0.03,0.031,0.030850000000000006,0.031,0.0003570714214271428,0.879,0.896,0.88925,0.887,0.0045593310912896015,0.074,0.075,0.07444999999999999,0.074,0.0004974937185533104,0.899,0.909,0.9020999999999999,0.8995,0.003935733730830888,0.027,0.028,0.0279,0.028,0.0003000000000000003,32,32,4096,16384,50272,False,656,1
0.034,0.036000000000000004,0.0351904761904762,0.035,0.0004994327848429298,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.668,0.679,0.6717500000000001,0.673,0.002547057125390008,0.039,0.04,0.03985000000000001,0.04,0.0003570714214271428,0.268,0.273,0.2699999999999999,0.27,0.0013784048752090235,0.03,0.031,0.030900000000000004,0.031,0.0003000000000000003,0.89,0.905,0.8955,0.897,0.0036945906403822366,0.073,0.074,0.07344999999999999,0.073,0.0004974937185533104,0.9,0.914,0.9050499999999999,0.907,0.0035563323804166597,0.027,0.028,0.027250000000000003,0.027,0.00043301270189221973,32,32,4096,16384,50272,False,648,1
0.033,0.035,0.03442857142857144,0.034,0.0005832118435198048,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.676,0.682,0.6781000000000001,0.677,0.002406241883103195,0.039,0.041,0.03960000000000001,0.04,0.0005830951894845306,0.214,0.217,0.2153,0.215,0.0006403124237432854,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,0.786,0.795,0.78905,0.787,0.0034853263835686924,0.07,0.07100000000000001,0.0703,0.07,0.0004582575694955844,0.704,0.711,0.7064999999999999,0.705,0.0029748949561287062,0.026000000000000002,0.026000000000000002,0.026000000000000006,0.026000000000000002,3.469446951953614e-18,32,32,4096,16384,50272,False,640,1
0.033,0.035,0.03438095238095239,0.034,0.000652919485752481,0.03,0.031,0.030950000000000005,0.031,0.00021794494717703385,0.663,0.6880000000000001,0.6734,0.6715,0.007179136438319033,0.038,0.039,0.03875000000000001,0.039,0.0004330127018922197,0.203,0.217,0.2072,0.20700000000000002,0.0036138621999185234,0.03,0.031,0.030800000000000004,0.031,0.0004000000000000003,0.772,0.803,0.7854500000000001,0.787,0.00848218721792912,0.069,0.07,0.06915,0.069,0.0003570714214271428,0.6910000000000001,0.718,0.7025,0.704,0.007703895118704528,0.025,0.027,0.025650000000000006,0.026000000000000002,0.00057227615711298,32,32,4096,16384,50272,False,632,1
0.033,0.035,0.03385714285714286,0.034,0.0004665694748158439,0.03,0.031,0.030700000000000005,0.031,0.00045825756949558437,0.673,0.681,0.6763,0.674,0.0030182776545573165,0.038,0.039,0.03830000000000001,0.038,0.0004582575694955844,0.20700000000000002,0.218,0.21200000000000002,0.212,0.003130495168499703,0.03,0.031,0.030350000000000005,0.03,0.00047696960070847325,0.785,0.797,0.7887000000000001,0.786,0.00413642357598929,0.068,0.069,0.06825,0.068,0.0004330127018922198,0.7030000000000001,0.717,0.7063500000000003,0.704,0.0039909272105614416,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,32,32,4096,16384,50272,False,624,1
0.032,0.035,0.03390476190476192,0.034,0.0007499055118106493,0.03,0.031,0.030550000000000004,0.031,0.0004974937185533105,0.664,0.6900000000000001,0.6861,0.6890000000000001,0.007251896303726364,0.037,0.039,0.038000000000000006,0.038,0.0003162277660168382,0.20700000000000002,0.217,0.2109,0.2105,0.002754995462791178,0.03,0.031,0.030700000000000005,0.031,0.0004582575694955844,0.773,0.804,0.8005500000000001,0.802,0.006414631711953546,0.067,0.068,0.06750000000000002,0.0675,0.0005000000000000004,0.6950000000000001,0.722,0.7183499999999999,0.719,0.005479735395071535,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,32,32,4096,16384,50272,False,616,1
0.031,0.034,0.033714285714285724,0.034,0.0007648751621051916,0.029,0.031,0.030500000000000006,0.031,0.0005916079783099618,0.655,0.687,0.68035,0.68,0.006413072586522008,0.037,0.038,0.0374,0.037,0.000489897948556636,0.20400000000000001,0.214,0.20805,0.20800000000000002,0.0018567444627627077,0.03,0.031,0.030400000000000003,0.03,0.000489897948556636,0.787,0.801,0.7947000000000001,0.793,0.003861346915261568,0.066,0.068,0.0665,0.066,0.0005916079783099621,0.709,0.718,0.7119500000000001,0.71,0.0030736785778607396,0.024,0.025,0.024150000000000005,0.024,0.0003570714214271428,32,32,4096,16384,50272,False,608,1
0.032,0.034,0.03285714285714286,0.033,0.0004665694748158439,0.03,0.031,0.030150000000000003,0.03,0.00035707142142714284,0.668,0.681,0.67225,0.668,0.00579547237073908,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.2,0.21,0.20365000000000003,0.20350000000000001,0.002197157254271981,0.029,0.031,0.029850000000000005,0.03,0.00047696960070847205,0.779,0.794,0.78425,0.779,0.006774031296059983,0.065,0.066,0.06570000000000001,0.066,0.0004582575694955844,0.6970000000000001,0.711,0.70225,0.6970000000000001,0.006433311744350602,0.024,0.025,0.024050000000000005,0.024,0.00021794494717703388,32,32,4096,16384,50272,False,600,1
0.03,0.033,0.03276190476190477,0.033,0.0007499055118106493,0.029,0.03,0.029800000000000004,0.03,0.000399999999999999,0.657,0.681,0.6797000000000001,0.681,0.0052163205422979956,0.036000000000000004,0.038,0.03685000000000001,0.037,0.0004769696007084707,0.20500000000000002,0.209,0.2076,0.20800000000000002,0.0009165151389911645,0.029,0.03,0.029900000000000003,0.03,0.00029999999999999927,0.789,0.795,0.7935000000000001,0.794,0.0012041594578792306,0.064,0.066,0.06489999999999999,0.065,0.00043588989435406776,0.711,0.713,0.712,0.712,0.00044721359549995833,0.023,0.024,0.023600000000000003,0.024,0.0004898979485566361,32,32,4096,16384,50272,False,592,1
0.031,0.033,0.0321904761904762,0.032,0.0004994327848429298,0.027,0.028,0.0274,0.027,0.0004898979485566361,0.668,0.682,0.67225,0.668,0.005812701609406771,0.036000000000000004,0.037,0.03655000000000001,0.037,0.0004974937185533069,0.2,0.20700000000000002,0.20260000000000003,0.202,0.00200997512422418,0.027,0.028,0.027100000000000003,0.027,0.0003000000000000003,0.778,0.795,0.7838499999999999,0.779,0.007051772826743647,0.063,0.065,0.06395,0.064,0.00038405728739343076,0.6970000000000001,0.712,0.70175,0.6970000000000001,0.006402148077012854,0.023,0.024,0.023250000000000003,0.023,0.00043301270189221973,32,32,4096,16384,50272,False,584,1
0.03,0.033,0.031904761904761915,0.032,0.0006834619092574922,0.026000000000000002,0.028,0.027100000000000006,0.027,0.0004358898943540673,0.552,0.558,0.5542,0.5535000000000001,0.0018601075237738292,0.035,0.037,0.03600000000000001,0.036000000000000004,0.0003162277660168371,0.244,0.246,0.24535000000000004,0.245,0.0005722761571129804,0.027,0.028,0.027100000000000003,0.027,0.00030000000000000024,0.793,0.801,0.7949,0.793,0.0031288975694324056,0.062,0.063,0.06284999999999999,0.063,0.0003570714214271428,0.711,0.719,0.7134499999999999,0.712,0.0030244834269673253,0.022,0.023,0.022800000000000004,0.023,0.0004000000000000003,32,32,4096,16384,50272,False,576,1
0.03,0.032,0.031476190476190484,0.032,0.0006632565846278158,0.027,0.028,0.02715,0.027,0.0003570714214271428,0.535,0.545,0.5389,0.536,0.004392038251199553,0.035,0.036000000000000004,0.03555000000000001,0.036000000000000004,0.0004974937185533104,0.24,0.243,0.24159999999999998,0.242,0.0007348469228349541,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,0.771,0.785,0.7766500000000001,0.771,0.006821106948289264,0.061,0.063,0.06205000000000001,0.062,0.00038405728739343076,0.6900000000000001,0.7030000000000001,0.6955,0.6910000000000001,0.006037383539249438,0.022,0.023,0.022300000000000004,0.022,0.0004582575694955844,32,32,4096,16384,50272,False,568,1
0.029,0.031,0.030428571428571433,0.03,0.0005832118435198044,0.026000000000000002,0.028,0.02670000000000001,0.027,0.0006403124237432838,0.534,0.552,0.5421,0.54,0.007569015788066511,0.035,0.036000000000000004,0.035100000000000006,0.035,0.00030000000000000024,0.24,0.244,0.2415,0.241,0.0013601470508735455,0.026000000000000002,0.027,0.026550000000000008,0.027,0.0004974937185533087,0.763,0.793,0.7759499999999999,0.7705,0.013760359733669767,0.061,0.062,0.0612,0.061,0.00040000000000000034,0.684,0.711,0.69565,0.6910000000000001,0.012063477939632456,0.021,0.023,0.022000000000000002,0.022,0.0003162277660168377,32,32,4096,16384,50272,False,560,1
0.029,0.031,0.030714285714285722,0.031,0.0006281383789653767,0.026000000000000002,0.027,0.026650000000000007,0.027,0.0004769696007084716,0.5650000000000001,0.5680000000000001,0.5664999999999999,0.5660000000000001,0.0011618950038622259,0.034,0.036000000000000004,0.03495000000000001,0.035,0.00038405728739343076,0.24,0.243,0.24159999999999998,0.242,0.0006633249580710806,0.027,0.028,0.02705,0.027,0.00021794494717703388,0.785,0.791,0.78725,0.7865,0.0020463381929681146,0.06,0.061,0.06010000000000001,0.06,0.0003000000000000003,0.706,0.711,0.7085500000000001,0.7084999999999999,0.0013219304066402298,0.021,0.022,0.021750000000000002,0.022,0.0004330127018922182,32,32,4096,16384,50272,False,552,1
0.029,0.031,0.03028571428571429,0.03,0.0006281383789653771,0.026000000000000002,0.027,0.026550000000000008,0.027,0.0004974937185533087,0.5640000000000001,0.5700000000000001,0.5657500000000002,0.5645,0.0023425413550244977,0.034,0.035,0.034350000000000006,0.034,0.00047696960070847314,0.24,0.242,0.24109999999999995,0.241,0.0006244997998398403,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,0.782,0.79,0.78455,0.783,0.003278337993557104,0.059000000000000004,0.06,0.05919999999999999,0.059000000000000004,0.00039999999999999763,0.7030000000000001,0.711,0.7060000000000001,0.704,0.003286335345030989,0.021,0.022,0.021050000000000006,0.021,0.00021794494717703312,32,32,4096,16384,50272,False,544,1
0.028,0.03,0.02933333333333334,0.029,0.00064241607443962,0.026000000000000002,0.027,0.026350000000000005,0.026000000000000002,0.0004769696007084716,0.542,0.5670000000000001,0.5525500000000001,0.548,0.010086996579755552,0.033,0.035,0.03405000000000001,0.034,0.00038405728739343076,0.23500000000000001,0.241,0.23770000000000002,0.23700000000000002,0.0018999999999999924,0.026000000000000002,0.027,0.026550000000000008,0.027,0.0004974937185533087,0.754,0.79,0.7689,0.762,0.014446106741956477,0.058,0.059000000000000004,0.05805000000000001,0.058,0.00021794494717703385,0.677,0.71,0.69025,0.684,0.012612989336394442,0.02,0.021,0.020800000000000006,0.021,0.0004000000000000003,32,32,4096,16384,50272,False,536,1
0.028,0.03,0.02904761904761905,0.029,0.00048562090605645515,0.025,0.026000000000000002,0.025550000000000007,0.026000000000000002,0.0004974937185533105,0.547,0.5630000000000001,0.5540500000000002,0.553,0.006748888797424364,0.033,0.035,0.03370000000000001,0.034,0.0006403124237432854,0.23600000000000002,0.24,0.23765000000000006,0.23700000000000002,0.0011521718621802896,0.025,0.027,0.026150000000000007,0.026000000000000002,0.000572276157112979,0.759,0.781,0.7689500000000001,0.7665,0.01017091441316857,0.057,0.058,0.057199999999999994,0.057,0.00040000000000000034,0.682,0.7030000000000001,0.69135,0.6890000000000001,0.009392949483522211,0.02,0.021,0.020350000000000004,0.02,0.0004769696007084732,32,32,4096,16384,50272,False,528,1
0.028,0.029,0.02890476190476191,0.029,0.0002935435239509039,0.025,0.026000000000000002,0.025950000000000008,0.026000000000000002,0.00021794494717703385,0.558,0.562,0.5588999999999998,0.558,0.0016093476939431097,0.033,0.034,0.03330000000000001,0.033,0.0004582575694955844,0.234,0.23600000000000002,0.23500000000000001,0.23500000000000001,0.0007745966692414842,0.026000000000000002,0.027,0.026400000000000007,0.026000000000000002,0.0004898979485566343,0.775,0.782,0.77695,0.776,0.0025588083163847995,0.056,0.057,0.05655,0.057,0.0004974937185533105,0.6960000000000001,0.7030000000000001,0.69815,0.6970000000000001,0.0024954959426935585,0.019,0.021,0.020050000000000005,0.02,0.0003840572873934307,32,32,4096,16384,50272,False,520,1
0.028,0.03,0.028619047619047624,0.029,0.0005753831415997416,0.025,0.027,0.025700000000000008,0.026000000000000002,0.0005567764362830023,0.494,0.504,0.49870000000000003,0.5,0.0034365680554879195,0.032,0.033,0.032650000000000005,0.033,0.0004769696007084733,0.18,0.187,0.18284999999999996,0.183,0.002971110903349118,0.025,0.026000000000000002,0.025750000000000006,0.026000000000000002,0.0004330127018922198,0.728,0.753,0.7404,0.7435,0.009604165762834386,0.056,0.058,0.05695,0.057,0.0004974937185533105,0.6980000000000001,0.727,0.7124499999999999,0.713,0.011329055565226925,0.019,0.02,0.019850000000000003,0.02,0.0003570714214271428,32,32,4096,16384,50272,False,512,1
